,Segment
기준년월,4.738603788372546e-13
ID,0.0034758593521061654
증감율_이용건수_신용_전월,-0.013758195746660528
증감율_이용건수_신판_전월,-0.014808955122697103
증감율_이용건수_일시불_전월,-0.01622165236035722
증감율_이용건수_할부_전월,0.012186988494570896
증감율_이용건수_CA_전월,0.019865791807382717
증감율_이용건수_체크_전월,0.004991003358411631
증감율_이용건수_카드론_전월,0.0007076546526210618
증감율_이용금액_신용_전월,0.015537651057287001
증감율_이용금액_신판_전월,-0.013491678676013252
증감율_이용금액_일시불_전월,-0.01338869052009053
증감율_이용금액_할부_전월,-0.004848639824536832
증감율_이용금액_CA_전월,-0.00297316454930847
증감율_이용금액_체크_전월,0.01642573586983117
증감율_이용금액_카드론_전월,0.0010677999487366256
증감율_이용건수_신용_분기,-0.021249335268162223
증감율_이용건수_신판_분기,-0.01976705856491396
증감율_이용건수_일시불_분기,-0.01944461050022221
증감율_이용건수_할부_분기,-0.015827995470609493
증감율_이용건수_CA_분기,-0.011112125302973036
증감율_이용건수_체크_분기,-0.0060284048862634465
증감율_이용건수_카드론_분기,0.004196966384818205
증감율_이용금액_신용_분기,-0.012510774225645003
증감율_이용금액_신판_분기,-0.01182691293106684
증감율_이용금액_일시불_분기,-0.013243979377827297
증감율_이용금액_할부_분기,-0.011642079574341293
증감율_이용금액_CA_분기,0.0037516979805943575
증감율_이용금액_체크_분기,-0.006036596189515804
증감율_이용금액_카드론_분기,0.0038053521819234517
잔액_신판평균한도소진율_r6m,-0.017891490308528064
잔액_신판최대한도소진율_r6m,-0.03149970253654186
잔액_신판평균한도소진율_r3m,-0.023219812614864204
잔액_신판최대한도소진율_r3m,-0.029043974215549103
잔액_신판ca평균한도소진율_r6m,-0.08922377473102851
잔액_신판ca최대한도소진율_r6m,-0.10031930177877267
잔액_신판ca평균한도소진율_r3m,-0.09429469009457803
잔액_신판ca최대한도소진율_r3m,-0.09895662703769253
변동률_일시불평잔,-0.01473256541628027
변동률_RV일시불평잔,-0.001415351491998602
변동률_할부평잔,-0.01821521509047768
변동률_CA평잔,0.0059186477847997885
변동률_RVCA평잔,-0.009437484262132829
변동률_카드론평잔,0.008610885564816857
변동률_잔액_B1M,8.455810429146513e-05
변동률_잔액_일시불_B1M,-0.009218451293690524
변동률_잔액_CA_B1M,0.0073502426417318455
혜택수혜율_R3M,0.016904381976338884
혜택수혜율_B0M,0.021029157853362273
