,0
Segment,1.0
잔액_신판ca최대한도소진율_r6m,-0.26848621242450676
잔액_신판ca최대한도소진율_r3m,-0.263688187544151
잔액_신판ca평균한도소진율_r3m,-0.2586356167357225
잔액_신판ca평균한도소진율_r6m,-0.2525249688255333
잔액_신판최대한도소진율_r6m,-0.20008742211317737
잔액_신판최대한도소진율_r3m,-0.19482020495358907
잔액_신판평균한도소진율_r3m,-0.18975817139968043
잔액_신판평균한도소진율_r6m,-0.18199486533516657
불만제기후경과월_R12M,-0.1738990637205568
방문후경과월_PC_R6M,0.17277247381744157
홈페이지_금융건수_R6M,-0.1692644512193582
방문월수_PC_R6M,-0.16052002450323322
홈페이지_금융건수_R3M,-0.16027990402151107
방문후경과월_앱_R6M,0.15820198528244367
인입일수_ARS_R6M,-0.15696470980904081
인입월수_ARS_R6M,-0.15481323211011955
방문횟수_앱_B0M,-0.15479282458796245
방문일수_앱_B0M,-0.15287758834951443
방문월수_앱_R6M,-0.15275263783398957
홈페이지_선결제건수_R6M,-0.15140883850046638
방문일수_앱_R6M,-0.14964440131673754
홈페이지_선결제건수_R3M,-0.1486339131014101
상담건수_R6M,-0.1435770998977904
인입월수_IB_R6M,-0.14263121075204777
인입일수_IB_R6M,-0.14200479604207075
방문일수_PC_B0M,-0.14183501159291137
방문횟수_PC_B0M,-0.14129460032602603
인입횟수_IB_R6M,-0.14052722694423575
이용메뉴건수_IB_R6M,-0.13468074318497497
당사멤버쉽_방문월수_R6M,-0.13322722241174445
인입후경과월_IB_R6M,0.12106747506884515
인입일수_ARS_B0M,-0.11545744231280784
방문횟수_앱_R6M,-0.1137847553933297
이용메뉴건수_ARS_B0M,-0.11046882283794952
인입횟수_ARS_B0M,-0.11040455845088193
인입횟수_ARS_R6M,0.10921709550898025
변동률_RV일시불평잔,-0.10484765458559037
변동률_RVCA평잔,-0.10412739997980104
IB문의건수_사용승인내역_R6M,-0.10314115067645137
IB문의건수_선결제_R6M,-0.10190537108982499
당사멤버쉽_방문횟수_R6M,-0.09762759983556973
당사멤버쉽_방문횟수_B0M,-0.09015312143488638
증감율_이용건수_할부_전월,0.08053070912756383
증감율_이용금액_일시불_전월,-0.0735256072678087
증감율_이용금액_신판_전월,-0.07343614458951653
변동률_카드론평잔,-0.07218605851872353
인입횟수_IB_B0M,-0.0716287165647963
상담건수_B0M,-0.07112462681486577
인입후경과월_ARS,-0.07013428690503587
방문월수_모바일웹_R6M,-0.06801427010673833
증감율_이용건수_체크_전월,0.06665917941049374
방문횟수_모바일웹_R6M,-0.06622413041925371
방문일수_모바일웹_R6M,-0.0652840734618199
인입일수_IB_B0M,-0.06082319628026876
이용메뉴건수_IB_B0M,-0.05965674216868973
변동률_일시불평잔,-0.057162494309929
증감율_이용건수_CA_전월,0.056227876946212646
방문횟수_PC_R6M,-0.05373883994178112
증감율_이용금액_신용_전월,-0.046525421894663965
IB문의건수_카드발급_R6M,-0.04528339611161464
변동률_CA평잔,-0.04444891708075725
IB문의건수_선결제_B0M,-0.043356407979511735
이용메뉴건수_ARS_R6M,0.04280860421303298
IB문의건수_분실도난_R6M,-0.04254115600368165
방문후경과월_모바일웹_R6M,0.04036693478476512
증감율_이용건수_할부_분기,0.036098482166494535
방문일수_PC_R6M,0.03259816637003842
증감율_이용금액_CA_분기,0.0313275118093577
IB문의건수_결제_R6M,-0.03006583944259131
증감율_이용금액_할부_분기,0.028411543099826256
증감율_이용금액_체크_전월,0.027065229323757933
증감율_이용건수_카드론_분기,0.023503075392323165
증감율_이용금액_카드론_분기,0.023283541394709922
증감율_이용금액_할부_전월,0.021696484257801695
IB문의건수_정보변경_R6M,-0.021250250681936544
변동률_할부평잔,-0.02041337561940718
IB문의건수_한도_R6M,-0.018638861927719012
IB문의건수_CA_R6M,-0.01708173034140975
증감율_이용건수_CA_분기,0.015660488321426
증감율_이용금액_신용_분기,0.014715756217898356
증감율_이용금액_CA_전월,0.013887518810388586
변동률_잔액_CA_B1M,0.013722310177093487
증감율_이용금액_신판_분기,0.013518977802579516
IB문의건수_CS_R6M,0.01310804103978963
IB문의건수_SMS_R6M,0.011147995731406906
IB문의건수_BL_R6M,-0.010354518148457678
증감율_이용금액_체크_분기,0.010016684766841154
증감율_이용건수_체크_분기,0.009855105028074117
